date,shock
2015-01-22,-0.06885366539022529
2015-03-05,-0.007242780614448191
2015-04-15,0.14015725834452722
2015-06-03,0.03709040653342539
2015-07-16,0.008760484697067604
2015-09-03,0.03216160214901697
2015-10-22,-0.012007767421691684
2015-12-03,0.016442827811717103
2016-01-21,-0.07774615869899676
2016-03-10,-0.034017392267365804
2016-04-21,0.046891769198920706
2016-06-02,0.003927813659143964
2016-07-21,0.10015327425425463
2016-09-08,0.05427804576318925
2016-10-20,0.050209781772205135
2016-12-08,-0.047304436825389456
2017-01-19,0.03208892461328007
2017-03-09,0.023742860592770854
2017-04-27,0.013393010782716923
2017-06-08,-0.009230065006803668
2017-07-20,-0.09416226932738178
2017-09-07,-0.016961045815410178
2017-10-26,-0.0022896632200561195
2017-12-14,0.033027077376950695
2018-01-25,-0.05574661439379922
2018-03-08,-0.007062582299549868
2018-04-26,-0.0721219498807072
2018-06-14,0.0002307821710896445
2018-07-26,-0.004150619131675819
2018-09-13,0.02274565481112869
2018-10-25,0.03131917320310609
2018-12-13,0.024783009690325302
2019-01-24,0.010339186958059925
2019-03-07,-0.05224232929713359
2019-04-10,-0.02686521207774982
2019-06-06,-0.04907864748682268
2019-07-25,-0.02630631526454299
2019-09-12,0.03700552541412913
2019-10-24,-0.05535895537727302
2019-12-12,0.020306427400024273
2020-01-23,-0.04078963453404596
2020-03-12,-0.08527686683970975
2020-04-30,-0.0718889321354488
2020-06-04,-0.18540511568689536
2020-07-16,0.09374543949467268
2020-09-10,0.09827864108680352
2020-10-29,-0.012885277811057305
2020-12-10,-0.12682351170945486
2021-01-21,-0.0685450705382207
2021-03-11,-0.2628830799932271
2021-04-22,-0.11056774806288382
2021-06-10,-0.050367836539490105
2021-07-08,0.0825885079992807
2021-07-22,0.043087842379202795
2021-09-09,0.07894732325078377
2021-10-28,0.02231878139425391
2021-12-16,0.018480082274470344
2022-02-03,0.2214016440283393
2022-03-10,0.09921836305346636
2022-04-14,0.1650963083203028
2022-06-09,0.3221081898030989
2022-07-21,0.035761341732639285
2022-09-08,0.09121008972119787
2022-10-27,-0.005571006776713627
2022-12-15,0.12890783055032445
2023-02-02,0.045685546570967794
2023-03-16,-0.1678733774884176
2023-05-04,0.07553953232519997
2023-06-15,0.15092623606217753
2023-07-27,-0.07394420488852033
2023-09-14,-0.06736333639556832
2023-10-26,-0.04877651523994128
2023-12-14,0.005027084370475332
2024-01-25,-0.08956977980830606
2024-03-07,-0.08865933004774927
2024-04-11,0.024982732867328328
2024-06-06,0.050133905399396994
2024-07-18,0.020363745711754408
2024-09-12,-0.029546516713013088
2024-10-17,0.054884819712123056
2024-12-12,0.040620924310191195
2025-01-30,-0.2089919107218472
2025-03-06,0.14815653680272695
2025-04-17,0.01546610109307564
2025-06-05,-0.008606533122850174
2025-07-24,-0.07402959064694911
2025-09-11,-0.13317129633878777
2025-10-30,-0.059285521739578025
2025-12-18,-0.08242198393560632
