date,shock
2015-03-18,0.5807727812184801
2015-06-17,1.4246398192237943
2015-09-17,-0.8651052661144715
2015-12-16,-1.0903909468833253
2016-03-16,0.670058717416767
2016-06-15,0.5100994156980377
2016-09-21,0.6229289633521833
2016-12-14,-0.35375802980817694
2017-03-15,-0.34109356881060493
2017-06-14,-0.45159272847625737
2017-09-20,0.0063881665737591554
2017-12-13,-0.7129473233901912
2018-03-21,0.25335253270599206
2018-06-13,0.23425489450291992
2018-09-26,0.39576250761733894
2018-12-19,-1.0834178641468084
2019-01-30,0.13185462318242477
2019-03-20,0.30039405325848856
2019-05-01,-0.07990649879391729
2019-06-19,-0.5582967733534426
2019-07-31,-0.7432660690687012
2019-09-18,0.037057017471400285
2019-10-30,0.5750161281707351
2019-12-11,-0.812164985142444
2020-01-29,0.7762923560127066
2020-03-03,-2.3554791773293
2020-03-15,0.9003414704539371
2020-04-29,-4.364629340609477
2020-06-10,-0.1069581409504409
2020-07-29,1.0119632026433587
2020-09-16,-0.7570448959796341
2020-11-05,-0.46460513162325817
2020-12-16,-0.708478188640102
2021-01-27,-1.4664577787285302
2021-03-17,0.20397660240120363
2021-04-28,0.44860789848978494
2021-06-16,1.0653476177587273
2021-07-28,1.0121057559555635
2021-09-22,0.38197532819788915
2021-11-03,0.6066112657670324
2021-12-15,1.5721688203942275
2022-01-26,1.7675978332878064
2022-03-16,3.2047911254295616
2022-05-04,1.5133940420623369
2022-06-15,-0.15764999867098295
2022-07-27,-0.9430441451638032
2022-09-21,1.6254229590427345
2022-11-02,-0.07204648087977855
2022-12-14,0.9386497876224392
2023-02-01,0.47475509157990825
2023-03-22,-0.21889677062526847
2023-05-03,-0.040244682814298084
2023-06-14,0.5884200185070306
2023-07-26,-0.3930096328390187
2023-09-20,0.6170400584731315
2023-11-01,0.6155874003759839
2023-12-13,-0.5218275813647594
2024-01-31,-0.1797929411113172
2024-03-20,-0.7188214185683105
2024-05-01,-0.15762188914071767
2024-06-12,-0.13084137448670433
2024-07-31,-0.7881190508597863
2024-09-18,0.4077190416735213
2024-11-07,0.2223544200130833
2024-12-18,0.0008440147792027647
2025-01-29,-0.5589291844122083
2025-03-19,-1.007820567857885
2025-05-07,-0.7229942670602459
2025-06-18,-0.3579793590367808
2025-07-30,-0.4134595780790003
2025-09-17,-0.3424260481025593
2025-10-29,0.17263289706198304
2025-12-10,-0.8300609494529696
