date,shock
2015-02-12,0.0024151456634278895
2015-05-13,-0.03378973338497194
2015-08-06,0.15722448233299782
2015-11-05,0.05543414352015576
2016-02-04,0.03265142359475965
2016-05-12,-0.04974520287923202
2016-08-04,-0.22846871152354756
2016-11-03,-0.08920382818738556
2017-02-02,-0.05697757081211152
2017-05-11,-0.06841499461809541
2017-11-02,0.14015071417040453
2018-02-08,0.20598887605589294
2018-05-10,0.06605801167926126
2018-08-02,0.13030486980578254
2018-11-01,0.0064554201654431235
2019-02-07,-0.10950343311469546
2019-05-02,0.09994155743280868
2019-08-01,-0.01644730448820428
2019-11-07,-0.10067438488575366
2020-03-11,-0.14339948052693627
2020-05-07,0.10961822442980809
2020-08-06,-0.029148231441058964
2020-11-05,-0.021130841165934944
2021-02-04,0.04693672499950406
2021-05-06,-0.0007701557971886326
2021-08-05,0.031772381722722814
2021-11-04,-0.11407188293622535
2022-02-03,0.14894824379172078
2022-05-05,-0.07579707471856788
2022-08-04,0.06267237805073277
2022-11-03,-0.07104086843148741
2023-02-02,0.02300266933281972
2023-05-11,-0.027277949959176182
2023-08-03,-0.07069693283054942
2023-11-02,0.23167932165572155
2024-02-01,-0.0027665757855733462
2024-05-09,-0.07404948649661929
2024-08-01,0.059610463454874606
2024-11-07,-0.058272325202273996
2025-02-06,-0.04685617334855182
2025-05-08,-0.0015760925730739922
2025-08-07,0.005910851196916755
2025-11-06,-0.041714253580508495
2026-01-01,-0.0849824143680318
