bank,date_dt,mean_stance,disagreement,disagreement_pred,bnd_uncertainty,sign_conflict_rate,n_turns,is_test,model_choice_spread
Fed,2024-05-01,0.09047619047619047,0.2873950638471005,0.07714419843284043,0.5739539628005819,0.14285714285714285,35,0,0.07268732153558928
Fed,2024-06-12,-0.005747126436781609,0.24757905608580655,0.07223841735784899,0.587369573721192,0.06896551724137931,29,1,0.04633481464539396
Fed,2024-07-31,-0.171875,0.1819259863392087,0.0758970256602382,0.5690724681926209,0.09375,32,0,0.05915529526875285
Fed,2024-09-18,-0.07352941176470588,0.2036181196177068,0.08681927077545767,0.6256337038137129,0.058823529411764705,34,0,0.09568245733305458
Fed,2024-11-07,-0.016666666666666666,0.10925345145409733,0.07924768105742204,0.5537919469361438,0.0,30,0,0.04194352464039306
Fed,2024-12-18,-0.07526881720430108,0.2529947874687704,0.07440737487957098,0.6506391831592669,0.0967741935483871,31,1,0.07371671613334456
Fed,2025-01-29,-0.004385964912280704,0.12822589633054748,0.08249301683047476,0.5023842787793589,0.05263157894736842,38,0,0.04662344654708179
Fed,2025-03-19,-0.07657657657657657,0.11750634024202751,0.08868591194903443,0.4888595639252277,0.02702702702702703,37,0,0.07550925501910005
Fed,2025-05-07,-0.02702702702702703,0.07317493238623843,0.07046797134437399,0.4505534872651282,0.0,37,0,0.022067475160208815
Fed,2025-06-18,0.0625,0.08766307061519286,0.08452780654837574,0.49848320154210435,0.0625,32,0,0.05103103630798288
Fed,2025-07-30,0.015151515151515148,0.1031795620416047,0.07582239764882738,0.5388410417464902,0.030303030303030304,33,0,0.03813047694581187
Fed,2025-09-17,-0.2238095238095238,0.08945640216183019,0.08626004849880732,0.6313694357757936,0.0,35,1,0.05573666624152202
Fed,2025-10-29,-0.08854166666666667,0.11464650509996652,0.08984506313497988,0.5306332556147791,0.03125,32,0,0.05823093691405703
Fed,2025-12-10,-0.109375,0.13586670590484431,0.06485302758899024,0.5272754973334762,0.0,32,0,0.06929236820651079
