family,n_features,mean_coef,mean_abs_coef,sum_abs_coef
policy_action,82,0.39282704895476134,0.4713979967416216,38.65463573281297
condition_inflation,73,0.30769951529305795,0.35683452962159606,26.048920662376513
hedging,77,0.0014322168991942731,0.19538388307301122,15.044558996621863
condition_labour_growth,56,0.13633153137792128,0.20697093666531557,11.590372453257672
mixed_two_sided_risk,46,0.03365541522133909,0.23986456368911427,11.033769929699256
conditionality_guidance,44,-0.0156269084446485,0.1766763650051929,7.773760060228487
