,date,unemployment,inflation,rate_change,vix,bond_yields,governor
44,2020-07-16,0.3665867163418837,-0.5211664418223354,-0.13442666468584336,1.364013118943784,-1.1327180502208707,Lagarde
45,2020-09-10,0.3665867163418837,-0.5554739960547231,-0.13442666468584336,1.5133610079876627,-1.133626520569258,Lagarde
46,2020-10-29,0.30013820767706206,-0.5370949491445165,-0.13442666468584336,3.144809988445779,-1.2057727671267096,Lagarde
47,2020-12-10,0.1672411903474175,-0.5383202189385293,-0.13442666468584336,0.5831364785347644,-1.215510539460873,Lagarde
48,2021-01-21,0.1672411903474175,-0.5211664418223354,-0.13442666468584336,0.48499343274633044,-1.1851539219905647,Lagarde
49,2021-03-11,0.1672411903474175,-0.4059910811850348,-0.13442666468584336,0.6243848320264835,-0.9954533456279684,Lagarde
50,2021-04-22,0.1672411903474175,-0.34840340086638444,-0.13442666468584336,-0.09533020406936732,-0.9609486186741443,Lagarde
51,2021-06-10,-0.03210433564704756,-0.2957167997237902,-0.13442666468584336,-0.03985817750346943,-0.9294092761632434,Lagarde
52,2021-07-08,-0.2314498616415138,-0.3030684184878718,-0.13442666468584336,-0.280237140151693,-1.0705478346801238,Lagarde
53,2021-07-22,-0.2314498616415138,-0.3030684184878718,-0.13442666468584336,-0.037013388629833895,-1.0705478346801238,Lagarde
54,2021-09-09,-0.3643468789711572,-0.21975007249493161,-0.13442666468584336,-0.029901687739744064,-0.9936706870929698,Lagarde
55,2021-10-28,-0.4972438963008011,-0.1315306473259353,-0.13442666468584336,-0.16929308701989718,-0.8562492642940472,Lagarde
56,2021-12-16,-0.6301409136304451,-0.039635412774897315,-0.13442666468584336,0.1592727029470339,-1.0123690112842045,Lagarde
57,2022-02-03,-0.7630379309600891,0.09146845518458445,-0.13442666468584336,0.5575339212600425,-0.5489659530056739,Lagarde
58,2022-03-10,-0.7630379309600891,0.35000038172150455,-0.13442666468584336,2.0311009173473726,-0.43470439942621036,Lagarde
59,2022-04-14,-0.7630379309600891,0.41371441101022377,-0.13442666468584336,0.5191300853479598,-0.031762230200585176,Lagarde
60,2022-06-09,-0.8294864396249108,0.5962796103182852,-0.13442666468584336,0.8235154411829879,0.574228893395735,Lagarde
61,2022-07-21,-0.8294864396249108,0.6097575780524375,2.5846581437323524,0.8121365569824447,0.25930480067411876,Lagarde
62,2022-09-08,-0.8294864396249108,0.8107018242707072,3.94420054794145,0.9202360925346045,0.8781893094899053,Lagarde
63,2022-10-27,-0.895934948289733,0.9785637860506038,3.94420054794145,1.2957398137405254,1.217500073412808,Lagarde
64,2022-12-15,-0.8294864396249108,0.9320035338780784,2.5846581437323524,0.42240943399634423,1.1295278345338473,Lagarde
65,2023-02-02,-0.895934948289733,1.0006186423428538,2.5846581437323524,-0.04270269508310595,1.3769445925034598,Lagarde
66,2023-03-16,-0.9623834569545547,1.1047665748340294,2.5846581437323524,1.1335903747652876,1.3882010526350834,Lagarde
67,2023-05-04,-0.9623834569545547,1.1831838416509153,1.2251157395232546,0.024148215683335073,1.3524621773980041,Lagarde
68,2023-06-15,-0.9623834569545547,1.2125903167072467,1.2251157395232546,-0.6102251889084424,1.3820303112188064,Lagarde
69,2023-07-27,-0.895934948289733,1.2027881583551363,1.2251157395232546,-0.7083682346968762,1.451679693898044,Lagarde
70,2023-09-14,-0.895934948289733,1.3044855512582847,1.2251157395232546,-0.6671197455581575,1.6292762308186155,Lagarde
71,2023-10-26,-0.895934948289733,1.3142877096103953,-0.13442666468584336,0.28728521802664386,1.769569986354596,Lagarde
72,2023-12-14,-0.9623834569545547,1.2689527272318843,-0.13442666468584336,-0.8506044228506648,1.1441572678705167,Lagarde
73,2024-01-25,-0.9623834569545547,1.2272935542354135,-0.13442666468584336,-0.715479935586966,1.206986959242508,Lagarde
74,2024-03-07,-1.0288319656193763,1.3890291670452395,-0.13442666468584336,-0.5220387685307333,1.358730622021275,Lagarde
75,2024-04-11,-1.0288319656193763,1.4576442755100147,-0.13442666468584336,-0.33713169680140814,1.4421803439119565,Lagarde
76,2024-06-06,-1.0288319656193763,1.5091056068585962,-1.4939690688949412,-0.7880204241006781,1.475820432263893,Lagarde
77,2024-07-18,-1.0952804742841986,1.506655067270569,-0.13442666468584336,-0.5248835574043689,1.4530623967122833,Lagarde
78,2024-09-12,-1.1617289829490203,1.5103308766526107,-1.4939690688949412,-0.06830525235782775,1.200566449735742,Lagarde
79,2024-10-17,-1.1617289829490203,1.5519900496490817,-1.4939690688949412,0.20052105643875312,1.2547073558277664,Lagarde
80,2024-12-12,-1.1617289829490203,1.5556658590311234,-1.4939690688949412,-0.6528960724839785,1.2107541581399328,Lagarde
81,2025-01-30,-1.0952804742841986,1.5250341141807773,-0.13442666468584336,-0.22903229689624838,1.4750713728402292,Lagarde
82,2025-03-06,-1.0952804742841986,1.6500116331701886,-2.853511473104039,0.5347761528589563,1.698662785383396,Lagarde
83,2025-04-17,-1.0952804742841986,1.7174014718409494,-1.4939690688949412,2.058125597764913,1.4983710623846933,Lagarde
84,2025-06-05,-1.0952804742841986,1.7480332166912953,-1.4939690688949412,-0.07968413655837088,1.5057846852494061,Lagarde
85,2025-07-24,-1.0952804742841986,1.7529342958673515,-0.13442666468584336,-0.3982933011145771,1.6031485302393986,Lagarde
86,2025-09-11,-1.0952804742841986,1.7811155011296687,-0.13442666468584336,-0.40113795434121285,1.6568168359240594,Lagarde
87,2025-10-30,-1.0952804742841986,1.8080714365979729,-0.13442666468584336,-0.17782718234680478,1.59145840431738,Lagarde
88,2025-12-18,-1.0952804742841986,1.7945934688638208,-0.13442666468584336,-0.07826174212155311,1.7617888986302686,Lagarde
